0.000000 0.000000 
2.000365 0.000000 
3.102241 0.000000 
4.666084 0.000000 
6.827977 0.000000 
9.746966 0.000000 
13.605424 0.000000 
18.608931 0.000000 
24.985718 0.000000 
32.985710 0.000000 
42.879242 0.000000 
54.955463 0.000000 
69.520576 0.000000 
86.895882 0.000000 
107.415741 0.000000 
131.425507 0.000000 
159.279404 0.000000 
191.338562 0.000000 
227.968948 0.000000 
269.539581 0.000000 
316.420746 0.000000 
368.982361 0.000000 
427.592499 0.000000 
492.616028 0.000000 
564.413452 0.000000 
643.339905 0.000000 
729.744141 0.000000 
823.967834 0.000000 
926.344910 0.000000 
1037.201172 0.000000 
1156.853638 0.000000 
1285.610352 0.000000 
1423.770142 0.000000 
1571.622925 0.000000 
1729.448975 0.000000 
1897.519287 0.000000 
2076.095947 0.000000 
2265.431641 0.000000 
2465.770508 0.000000 
2677.348145 0.000000 
2900.391357 0.000000 
3135.119385 0.000000 
3381.743652 0.000000 
3640.468262 0.000000 
3911.490479 0.000000 
4194.930664 0.000000 
4490.817383 0.000000 
4799.149414 0.000000 
5119.895020 0.000000 
5452.990723 0.000000 
5798.344727 0.000000 
6156.074219 0.000000 
6526.946777 0.000000 
6911.870605 0.000000 
7311.869141 0.000000 
7727.412109 0.000007 
8159.354004 0.000024 
8608.525391 0.000059 
9076.400391 0.000112 
9562.682617 0.000199 
10065.978520 0.000340 
10584.631840 0.000562 
11116.662110 0.000890 
11660.067380 0.001353 
12211.547850 0.001992 
12766.873050 0.002857 
13324.668950 0.003971 
13881.331060 0.005378 
14432.139650 0.007133 
14975.615230 0.009261 
15508.256840 0.011806 
16026.115230 0.014816 
16527.322270 0.018318 
17008.789060 0.022355 
17467.613280 0.026964 
17901.621090 0.032176 
18308.433590 0.038026 
18685.718750 0.044548 
19031.289060 0.051773 
19343.511720 0.059728 
19620.042970 0.068448 
19859.390630 0.077958 
20059.931640 0.088286 
20219.664060 0.099462 
20337.863280 0.111505 
20412.308590 0.124448 
20442.078130 0.138313 
20425.718750 0.153125 
20361.816410 0.168910 
20249.511720 0.185689 
20087.085940 0.203491 
19874.025390 0.222333 
19608.572270 0.242244 
19290.226560 0.263242 
18917.460940 0.285354 
18489.707030 0.308598 
18006.925780 0.332939 
17471.839840 0.358254 
16888.687500 0.384363 
16262.046880 0.411125 
15596.695310 0.438391 
14898.453130 0.466003 
14173.324220 0.493800 
13427.769530 0.521619 
12668.257810 0.549301 
11901.339840 0.576692 
11133.304690 0.603648 
10370.175780 0.630036 
9617.515625 0.655736 
8880.453125 0.680643 
8163.375000 0.704669 
7470.343750 0.727739 
6804.421875 0.749797 
6168.531250 0.770798 
5564.382813 0.790717 
4993.796875 0.809536 
4457.375000 0.827256 
3955.960938 0.843881 
3489.234375 0.859432 
3057.265625 0.873929 
2659.140625 0.887408 
2294.242188 0.899900 
1961.500000 0.911448 
1659.476563 0.922096 
1387.546875 0.931881 
1143.250000 0.940860 
926.507813 0.949064 
734.992188 0.956550 
568.062500 0.963352 
424.414063 0.969513 
302.476563 0.975078 
202.484375 0.980072 
122.101563 0.984542 
62.781250 0.988500 
22.835938 0.991984 
3.757813 0.995003 
0.000000 0.997630 
0.000000 1.000000 
