0	0						
2.000365	0						
3.102241	0						
4.666084	0						
6.827977	0						
9.746966	0						
13.605424	0						
18.608931	0						
24.985718	0						
32.98571	0						
42.879242	0						
54.955463	0						
69.520576	0						
86.895882	0						
107.415741	0						
131.425507	0						
159.279404	0						
191.338562	0						
227.968948	0						
269.539581	0						
316.420746	0						
368.982361	0						
427.592499	0						
492.616028	0						
564.413452	0						
643.339905	0						
729.744141	0						
823.967834	0						
926.34491	0						
1037.201172	0						
1156.853638	0						
1285.610352	0						
1423.770142	0						
1571.622925	0						
1729.448975	0						
1897.519287	0						
2076.095947	0						
2265.431641	0						
2465.770508	0						
2677.348145	0						
2900.391357	0						
3135.119385	0						
3381.743652	0						
3640.468262	0						
3911.490479	0						
4194.930664	0						
4490.817383	0						
4799.149414	0						
5119.89502	0						
5452.990723	0						
5798.344727	0						
6156.074219	0						
6526.946777	0						
6911.870605	0						
7311.869141	0						
7727.412109	0.000007						
8159.354004	0.000024						
8608.525391	0.000059						
9076.400391	0.000112						
9562.682617	0.000199						
10065.97852	0.00034						
10584.63184	0.000562						
11116.66211	0.00089						
11660.06738	0.001353						
12211.54785	0.001992						
12766.87305	0.002857						
13324.66895	0.003971						
13881.33106	0.005378						
14432.13965	0.007133						
14975.61523	0.009261						
15508.25684	0.011806						
16026.11523	0.014816						
16527.32227	0.018318						
17008.78906	0.022355						
17467.61328	0.026964						
17901.62109	0.032176						
18308.43359	0.038026						
18685.71875	0.044548						
19031.28906	0.051773						
19343.51172	0.059728						
19620.04297	0.068448						
19859.39063	0.077958						
20059.93164	0.088286						
20219.66406	0.099462						
20337.86328	0.111505						
20412.30859	0.124448						
20442.07813	0.138313						
20425.71875	0.153125						
20361.81641	0.16891						
20249.51172	0.185689						
20087.08594	0.203491						
19874.02539	0.222333						
19608.57227	0.242244						
19290.22656	0.263242						
18917.46094	0.285354						
18489.70703	0.308598						
18006.92578	0.332939						
17471.83984	0.358254						
16888.6875	0.384363						
16262.04688	0.411125						
15596.69531	0.438391						
14898.45313	0.466003						
14173.32422	0.4938						
13427.76953	0.521619						
12668.25781	0.549301						
11901.33984	0.576692						
11133.30469	0.603648						
10370.17578	0.630036						
9617.515625	0.655736						
8880.453125	0.680643						
8163.375	0.704669						
7470.34375	0.727739						
6804.421875	0.749797						
6168.53125	0.770798						
5564.382813	0.790717						
4993.796875	0.809536						
4457.375	0.827256						
3955.960938	0.843881						
3489.234375	0.859432						
3057.265625	0.873929						
2659.140625	0.887408						
2294.242188	0.8999						
1961.5	0.911448						
1659.476563	0.922096						
1387.546875	0.931881						
1143.25	0.94086						
926.507813	0.949064						
734.992188	0.95655						
568.0625	0.963352						
424.414063	0.969513						
302.476563	0.975078						
202.484375	0.980072						
122.101563	0.984542						
62.78125	0.9885						
22.835938	0.991984						
3.757813	0.995003						
0	0.99763						
0	1						
